dir,hir,lvr,pbcr,self,single,condo,deny,uria
0.318999996,0.311599998,0.583333333,no,no,yes,1,no,3.200000048
0.4075,0.298999996,0.704347826,no,no,no,0,no,3.900000095
0.359199982,0.295,0.873015873,no,no,yes,0,no,3.099999905
0.195599995,0.145100002,0.5625,no,no,no,0,no,3.200000048
0.296000004,0.27,0.699481865,no,no,yes,0,no,3.200000048
0.357000008,0.298999996,0.921568627,no,no,yes,0,no,3.099999905
0.362000008,0.217000008,0.947826087,no,no,yes,0,no,3.200000048
0.306000004,0.277999992,0.711864407,no,no,yes,1,no,3.200000048
0.275,0.256000004,0.9,no,no,yes,0,no,3.200000048
0.307399998,0.302299995,0.575384615,no,no,no,0,no,3.099999905
0.324000015,0.262999992,0.754385965,no,yes,yes,0,no,3.200000048
0.227999992,0.227999992,0.290697674,no,no,no,0,no,4.300000191
0.374900017,0.307099991,0.878431373,no,no,no,0,no,3.099999905
0.402999992,0.241000004,0.524444444,no,no,no,0,no,3.200000048
0.454000015,0.166000004,0.666666667,no,no,no,0,no,10.60000038
0.277999992,0.167000008,0.511627907,no,no,no,0,no,3.099999905
0.287299995,0.251399994,0.761904762,no,no,no,0,no,3.200000048
0.266000004,0.212000008,0.89,no,no,no,0,no,2
0.334000015,0.268999996,0.89047619,no,no,yes,0,no,1.799999952
0.173999996,0.17,0.429885057,no,no,yes,0,no,3.200000048
0.332999992,0.267999992,0.775,no,no,no,0,no,5.300000191
0.332999992,0.33,0.464285714,no,no,no,0,no,3.099999905
0.382000008,0.282000008,0.837037037,no,no,no,0,no,3.200000048
0.163999996,0.145,0.324090121,no,no,no,0,no,5.300000191
0.241000004,0.236000004,0.697674419,no,no,yes,1,no,2
0.297000008,0.285,0.618556701,no,no,yes,0,no,1.799999952
0.322999992,0.297000008,0.615384615,no,no,yes,1,no,3.200000048
0.29,0.15,0.774193548,no,no,no,0,no,1.799999952
0.340999985,0.268999996,0.86875,no,no,no,0,no,3.099999905
0.414000015,0.402000008,0.767741935,no,no,yes,0,no,3.200000048
0.266000004,0.188999996,0.894409938,no,no,no,0,no,3.099999905
0.259400005,0.248600006,0.665116279,no,no,yes,0,no,3.900000095
0.489900017,0.265100002,0.632701422,no,yes,no,0,no,3.099999905
0.266000004,0.131000004,0.547945205,no,no,no,0,no,4.300000191
0.221000004,0.217999992,0.758196721,no,no,no,1,no,3.900000095
0.403699989,0.315499992,0.8,no,no,no,0,no,3.900000095
0.21,0.21,0.476190476,no,no,no,0,no,3.200000048
0.303999996,0.275,0.8,no,no,yes,0,no,3.599999905
0.389000015,0.303999996,0.783783784,no,no,yes,0,no,3.200000048
0.375,0.276000004,0.779874214,no,no,no,0,no,3.099999905
0.322999992,0.282999992,0.708860759,no,no,yes,1,no,1.799999952
0.318999996,0.277999992,0.466666667,no,no,no,0,no,10.60000038
0.302000008,0.285,0.774468085,no,no,no,0,no,3.200000048
0.361399994,0.337000008,0.82,no,no,yes,0,no,2
0.3,0.288999996,0.883870968,no,no,no,0,no,2
0.208999996,0.133000002,0.727272727,no,no,no,0,no,3.200000048
0.400999985,0.276000004,0.880952381,yes,no,yes,1,no,3.200000048
0.33,0.061999998,0.798611111,yes,no,no,0,no,3.200000048
0.303999996,0.287999992,0.666666667,no,no,no,0,no,3.200000048
0.146000004,0.131000004,0.768211921,no,no,no,0,no,4.300000191
0.37,0.26,0.890410959,no,no,yes,0,no,1.799999952
0.24,0.24,0.630434783,no,no,no,0,no,3.200000048
0.21,0.15,0.210526316,no,no,no,0,no,10.60000038
0.26,0.22,0.797202797,no,no,no,0,no,3.900000095
0.38,0.31,0.755555556,no,no,yes,0,no,3.200000048
0.26,0.26,0.784810127,no,no,no,1,no,3.200000048
0.18,0.14,0.554347826,yes,yes,no,0,no,4.300000191
0.24,0.22,0.568181818,no,no,no,0,no,3.099999905
0.28,0.27,0.909090909,no,no,yes,1,no,3.900000095
0.25,0.09,0.829545455,yes,no,no,1,no,1.799999952
0.45,0.45,0.503703704,no,no,yes,1,no,3.599999905
0.3,0.29,0.72,no,no,yes,1,no,3.200000048
0.34,0.27,0.842465753,no,no,no,0,no,5.300000191
0.3,0.28,0.75,no,no,yes,0,no,8.899999619
0.28,0.25,0.736,no,no,yes,0,no,3.200000048
0.38,0.27,0.633484163,no,no,no,0,no,3.900000095
0.34,0.31,0.8,no,no,no,0,yes,3.200000048
0.35,0.28,0.90797546,no,no,no,0,no,3.200000048
0.33,0.3,0.8,no,no,yes,0,no,3.200000048
0.32,0.31,0.861788618,no,no,yes,0,no,1.799999952
0.22,0.2,0.777027027,no,no,yes,0,no,3.099999905
0.3,0.23,0.8,no,no,yes,0,no,3.900000095
0.26,0.25,0.537037037,no,no,no,0,no,3.099999905
0.34,0.29,0.731707317,no,no,yes,1,no,3.200000048
0.28,0.25,0.786516854,no,no,yes,0,no,3.200000048
0.33,0.31,0.9,no,yes,yes,0,no,3.200000048
0.4,0.35,0.9125,no,no,no,0,no,2
0.26,0.26,0.851851852,no,no,no,0,no,5.300000191
0.2,0.2,0.463709677,no,no,no,0,no,3.200000048
0.34,0.28,0.868421053,no,no,yes,0,no,3.200000048
0.33,0.25,0.377358491,no,no,no,0,no,3.900000095
0.35,0.25,0.947761194,no,no,no,0,no,5.300000191
0.36,0.25,0.947368421,no,no,yes,0,no,3.099999905
0.32,0.28,0.573684211,no,no,yes,0,no,3.900000095
0.32,0.25,0.49,no,no,no,0,no,2
0.22,0.21,0.891304348,no,yes,no,0,no,4.300000191
0.28,0.27,0.480851064,no,no,no,0,no,10.60000038
0.28,0.26,0.949275362,no,no,no,0,no,3.900000095
0.31,0.3,0.743589744,no,no,yes,0,no,3.599999905
0.37,0.23,0.785714286,no,no,no,0,no,3.099999905
0.32,0.29,0.909836066,no,no,no,0,no,3.200000048
0.39,0.23,0.505434783,no,no,no,0,no,3.200000048
0.39,0.25,0.898809524,no,no,no,0,no,2
0.18,0.12,0.557939914,no,no,yes,0,no,3.099999905
0.38,0.18,0.873134328,no,no,yes,0,yes,4.300000191
0.38,0.33,0.796992481,no,no,yes,0,no,3.200000048
0.26,0.26,0.739583333,no,no,yes,0,no,4.300000191
0.36,0.31,0.922764228,yes,yes,yes,0,no,4.300000191
0.27,0.24,0.22,no,no,yes,0,no,10.60000038
0.24,0.24,0.692592593,no,yes,no,0,no,3.200000048
0.25,0.17,0.644827586,no,no,no,0,no,3.200000048
0.28,0.24,0.796296296,no,no,yes,0,no,3.200000048
0.39,0.28,0.476190476,no,no,no,0,no,3.200000048
0.38,0.3,0.693333333,no,no,no,0,no,2
0.15,0.13,0.214285714,no,no,no,0,no,3.200000048
0.23,0.14,0.846153846,no,no,no,0,no,3.200000048
0.2,0.19,0.839285714,no,yes,no,1,no,3.200000048
0.32,0.26,0.902027027,no,yes,no,1,no,3.200000048
0.35,0.2,0.8,no,no,no,0,no,2
0.46,0.46,0.771428571,no,no,yes,0,no,10.60000038
0.21,0.16,0.892473118,no,no,no,0,no,3.200000048
0.31,0.25,0.902702703,no,no,no,0,no,3.200000048
0.29,0.26,0.8,no,yes,yes,0,no,10.60000038
0.31,0.26,0.904761905,no,no,yes,0,no,2
0.33,0.2,0.8,no,yes,no,0,no,8.899999619
0.33,0.2,0.8,no,no,no,0,no,3.200000048
0.43,0.27,0.5,no,no,no,0,no,3.200000048
0.37,0.32,0.775,no,no,no,0,no,3.200000048
0.34,0.31,0.774647887,no,no,yes,0,no,2
0.43,0.42,0.888157895,no,no,yes,0,yes,3.900000095
0.36,0.35,0.835526316,no,no,yes,0,yes,3.900000095
0.78,0.72,0.9,no,no,no,1,yes,3.599999905
0.38,0.17,0.6875,no,no,yes,0,no,2
0.37,0.31,0.649305556,no,no,no,0,no,3.099999905
0.37,0.31,0.149305556,no,no,no,0,no,3.099999905
0.42,0.23,0.654545455,no,no,no,0,no,2
0.33,0.25,0.795031056,no,no,no,0,no,3.200000048
0.41,0.29,0.852564103,no,no,yes,0,no,3.200000048
0.38,0.32,0.797202797,no,no,no,1,no,5.300000191
0.33,0.33,0.774193548,no,no,yes,1,no,2
0.39,0.38,0.8,no,yes,yes,1,no,10.60000038
0.27,0.23,0.8,no,no,yes,1,yes,3.200000048
0.63,0.24,0.788888889,yes,no,yes,0,yes,3.200000048
0.43,0.38,0.803782496,no,no,no,1,yes,8.899999619
0.33,0.23,0.8,yes,no,yes,1,no,3.200000048
0.38,0.33,0.798449612,no,no,yes,1,yes,2
0.37,0.18,0.805755396,no,no,no,1,yes,3.900000095
0.21,0.13,0.804123711,yes,yes,yes,0,yes,3.200000048
0.21,0.21,0.8,no,no,yes,1,no,3.200000048
0.23,0.18,1,yes,no,no,1,no,3.900000095
0.57,0.36,1.028571429,no,yes,yes,1,yes,4.300000191
0.27,0.23,0.8,no,no,yes,1,no,3.599999905
0.33,0.23,1,no,no,no,1,no,3.900000095
0.47,0.3,0.70155902,no,yes,no,0,no,5.300000191
0.32,0.29,0.735981308,no,no,yes,0,no,3.200000048
0.29,0.23,0.910067114,no,no,no,0,no,3.200000048
0.47,0.15,0.393982808,no,yes,no,0,no,3.200000048
0.53,0.3,0.665322581,no,no,no,0,no,4.300000191
0.31,0.31,0.803738318,no,no,no,0,no,10.60000038
0.39,0.28,0.748427673,no,no,no,0,no,3.200000048
0.36,0.26,0.84,no,no,no,0,no,3.900000095
0.42,0.21,0.795744681,no,no,yes,0,no,3.200000048
0.36,0.27,0.899371069,no,no,no,0,no,2
0.35,0.29,0.72972973,no,no,yes,0,no,1.799999952
0.26,0.22,0.842342342,no,no,yes,0,no,3.200000048
0.22,0.21,0.463157895,no,no,no,1,no,3.200000048
0.14,0.14,0.261538462,no,no,no,0,no,3.200000048
0.32,0.23,0.797029703,no,no,no,0,no,3.099999905
0.28,0.27,0.742990654,no,no,yes,0,no,1.799999952
0.37,0.3,0.771428571,no,no,yes,0,no,10.60000038
0.28,0.26,0.748,no,yes,no,0,no,3.200000048
0.29,0.25,0.479674797,no,no,yes,0,no,4.300000191
0.27,0.25,0.803571429,no,no,no,0,no,3.200000048
0.25,0.24,0.803030303,no,no,yes,0,no,3.099999905
0.26,0.18,0.8,no,no,no,0,no,3.099999905
0.3,0.29,0.37037037,no,no,no,0,no,3.200000048
0.5,0.29,0.79876161,no,no,no,0,yes,3.599999905
0.38,0.19,0.788461538,no,no,no,0,no,8.899999619
0.4,0.25,0.838187702,no,no,no,0,no,3.200000048
0.34,0.28,0.792134831,no,no,no,0,no,3.200000048
0.32,0.31,0.79245283,no,no,no,0,no,3.200000048
0.26,0.21,0.705882353,no,no,no,0,no,3.200000048
0.2,0.2,0.508474576,no,yes,no,0,no,10.60000038
0.29,0.23,0.844036697,no,no,no,0,no,3.200000048
0.32,0.27,0.899280576,no,no,yes,0,no,10.60000038
0.39,0.34,0.799485861,no,no,yes,0,yes,3.200000048
0.19,0.18,0.74375,no,no,yes,0,no,3.099999905
0.37,0.32,0.898550725,no,no,no,0,no,3.200000048
0.41,0.3,0.555555556,no,no,no,0,no,3.900000095
0.38,0.23,0.794642857,no,no,yes,0,yes,3.099999905
0.33,0.28,0.88,no,no,no,1,no,10.60000038
0.349000015,0.202000008,0.909248328,no,no,yes,1,no,3.200000048
0.384000015,0.302999992,0.431372549,no,no,no,0,no,3.200000048
0.31,0.2,0.495049505,no,no,no,0,no,2
0.27,0.27,0.18404908,no,yes,yes,0,no,3.200000048
0.395999985,0.148000002,0.281690141,no,no,no,0,no,3.900000095
0.26,0.2,0.468085106,no,no,no,0,no,1.799999952
0.369000015,0.335999985,0.918518519,no,no,no,0,no,2
0.31,0.196000004,1,no,no,no,0,yes,10.60000038
0.352999992,0.31,0.428571429,no,no,no,0,no,2
0.276000004,0.208999996,0.464480874,no,no,no,0,no,3.200000048
0.31,0.31,0.297619048,no,no,no,0,no,3.200000048
0.38,0.33,0.880952381,no,no,yes,1,no,3.200000048
0.37,0.16,0.769230769,no,yes,no,1,no,4.300000191
0.36,0.22,0.904761905,no,no,no,0,no,3.900000095
0.35,0.23,0.913793103,no,no,no,1,no,2
0.36,0.34,0.897959184,no,no,yes,0,no,3.200000048
0.395999985,0.16,0.789473684,no,no,no,0,no,3.099999905
0.36,0.28,0.888888889,no,no,yes,0,no,3.200000048
0.36,0.31,0.831081081,no,no,no,0,no,3.099999905
0.27,0.27,0.5,no,no,yes,0,no,4.300000191
0.31,0.28,0.802631579,no,no,no,0,no,3.200000048
0.34,0.28,0.8,no,no,no,0,no,1.799999952
0.29,0.24,0.9,no,no,no,1,no,3.200000048
0.42,0.42,0.775862069,no,no,no,0,no,3.200000048
3,3,0.571428571,no,yes,no,0,yes,10.60000038
0.33,0.29,0.807142857,no,yes,yes,0,no,10.60000038
0.32,0.21,0.9,no,no,yes,0,no,3.900000095
0.3,0.2,0.8,yes,no,no,0,yes,4.300000191
0.29,0.24,0.944444444,no,no,no,0,no,4.300000191
0.28,0.17,0.62962963,no,no,no,0,no,4.300000191
0.37,0.3,0.928571429,no,no,no,0,no,3.200000048
0.37,0.35,0.843023256,no,no,no,1,no,1.799999952
0.19,0.16,0.428571429,no,no,yes,1,no,10.60000038
0.36,0.29,0.549450549,no,no,no,0,no,3.599999905
0.83,0.72,0.716292135,no,no,yes,0,no,3.599999905
0.29,0.16,0.40625,no,no,yes,0,no,3.599999905
0.37,0.31,0.9,no,no,yes,1,no,3.599999905
0.21,0.21,0.555555556,yes,no,no,0,no,3.599999905
0.21,0.19,0.551470588,no,no,yes,0,no,3.599999905
0.29,0.28,0.333333333,no,no,yes,0,no,3.599999905
0.21,0.14,0.952941176,no,no,yes,0,no,3.599999905
0.42,0.32,0.8,no,no,yes,1,no,3.599999905
0.22,0.21,0.6875,no,no,no,0,no,3.599999905
0.27,0.23,0.698224852,no,no,no,0,no,3.599999905
0.43,0.34,0.952380952,no,no,yes,1,no,3.599999905
0.37,0.2,0.896774194,yes,no,no,1,yes,3.599999905
0.29,0.29,0.95,no,no,yes,1,no,3.599999905
0.17,0.13,0.031510658,no,no,no,0,no,3.599999905
0.34,0.24,0.901315789,no,no,yes,0,no,3.599999905
0.16,0.16,0.36,no,no,no,0,no,3.599999905
0.13,0.12,0.526315789,no,no,no,0,no,3.599999905
0.31,0.24,0.609418283,no,no,no,0,no,3.599999905
0.23,0.23,0.72147651,no,yes,no,0,no,3.599999905
0.2,0.18,0.8,no,no,yes,1,no,3.599999905
0.21,0.19,0.298507463,no,no,no,0,no,3.599999905
0.24,0.22,0.773480663,no,no,no,0,no,3.599999905
0.22,0.22,0.5,no,no,no,0,no,3.599999905
0.25,0.17,0.588235294,no,no,yes,0,no,3.599999905
0.34,0.29,0.832,no,no,yes,1,no,3.599999905
0.4,0.31,0.436681223,no,no,no,0,no,3.599999905
0.29,0.25,0.666666667,no,no,no,0,no,3.599999905
0.29,0.22,0.699300699,no,no,no,0,no,3.599999905
0.14,0.14,0.279069767,no,no,no,1,no,3.599999905
0.41,0.31,1,no,no,no,0,no,3.599999905
0.37,0.28,0.869565217,no,no,yes,1,no,3.599999905
0.43,0.43,0.952380952,no,no,yes,1,no,3.599999905
0.26,0.26,0.902857143,no,no,no,1,no,3.599999905
0.23,0.23,0.952941176,no,no,yes,1,no,3.599999905
0.217000008,0.212999992,0.638888889,no,no,no,0,no,3.200000048
0.37,0.322000008,0.731707317,no,no,yes,1,no,3.099999905
0.332000008,0.293999996,0.9,no,no,no,0,no,1.799999952
0.3,0.232000008,0.786885246,no,yes,yes,0,no,3.200000048
0.370999985,0.261000004,0.688405797,no,no,no,0,no,3.200000048
0.35,0.237000008,0.839378238,no,no,no,0,no,4.300000191
0.17,0.136999998,0.22875817,no,no,yes,0,no,4.300000191
0.261800003,0.123299999,0.7375,no,no,no,1,no,3.099999905
0.218999996,0.21,0.743243243,no,no,no,0,no,8.899999619
0.347999992,0.327000008,0.8,no,no,no,1,no,3.099999905
0.36,0.36,0.678294574,no,no,no,0,no,3.200000048
0.43,0.11,0.537414966,no,no,no,0,no,3.200000048
0.27,0.22,0.197594502,no,no,no,0,no,3.599999905
0.36,0.28,0.951724138,no,no,no,0,no,3.200000048
0.27,0.23,0.676258993,yes,no,no,0,no,1.799999952
0.31,0.29,0.943396226,no,no,yes,0,no,3.599999905
0.35,0.3,0.879699248,no,no,no,0,no,3.200000048
0.36,0.28,0.893617021,no,no,yes,0,no,3.099999905
0.26,0.25,0.428571429,yes,yes,no,0,no,10.60000038
0.36,0.31,1.033613445,no,no,no,0,no,3.200000048
0.32,0.3,0.86440678,no,no,no,0,no,3.200000048
0.28,0.23,0.917197452,no,no,no,1,no,3.200000048
0.34,0.23,0.801652893,no,no,yes,0,no,2
0.25,0.24,0.613636364,no,no,yes,1,no,3.200000048
0.35,0.26,1.127118644,no,no,no,0,yes,3.200000048
0.12,0.07,0.696202532,no,yes,yes,1,no,3.200000048
0.33,0.32,0.584415584,no,no,no,1,no,3.900000095
0.26,0.17,0.787096774,no,no,no,0,no,3.099999905
0.2,0.2,0.715189873,no,no,yes,1,no,1.799999952
0.31,0.21,0.953271028,no,no,yes,1,no,1.799999952
0.2,0.2,0.92,no,no,yes,0,yes,10.60000038
0.37,0.29,1.14084507,no,no,no,0,no,3.599999905
0.31,0.19,0.281842818,no,no,yes,1,no,3.599999905
0.38,0.28,0.625,no,no,yes,1,no,3.599999905
0.29,0.09,0.493333333,no,yes,no,1,no,3.599999905
0.35,0.26,0.918032787,no,no,no,0,no,3.599999905
0.4,0.26,0.899305556,no,no,yes,0,no,3.599999905
0.34,0.23,0.920245399,no,no,no,1,no,3.200000048
0.33,0.24,0.422580645,no,yes,no,0,no,10.60000038
0.31,0.21,0.763265306,no,no,no,0,no,1.799999952
0.41,0.29,1.201550388,no,no,yes,1,no,3.200000048
0.24,0.26,0.495978552,no,no,no,0,yes,3.599999905
0.24,0.11,0.748387097,no,no,yes,1,no,1.799999952
0.38,0.2,0.797297297,no,no,no,0,no,3.200000048
0.33,0.31,0.87244898,no,no,yes,0,no,3.200000048
0.32,0.17,0.65408805,no,no,no,1,no,3.200000048
0.37,0.28,0.905325444,no,no,no,0,no,1.799999952
0.38,0.23,0.47,no,no,no,0,no,3.200000048
0.31,0.28,0.7875,no,no,yes,0,no,10.60000038
0.31,0.31,0.596685083,no,no,yes,0,yes,3.599999905
0.35,0.26,0.929487179,no,no,no,0,no,3.200000048
0.31,0.29,0.783783784,no,no,no,1,no,3.599999905
0.24,0.23,0.273972603,no,no,yes,0,no,3.599999905
0.35,0.16,0.64516129,no,no,no,0,no,3.599999905
0.37,0.3,0.784810127,no,no,yes,0,no,3.200000048
0.3,0.28,0.923611111,no,no,no,0,no,10.60000038
0.31,0.31,0.928571429,no,no,yes,1,no,3.200000048
0.17,0.17,0.249350649,no,no,no,0,no,3.200000048
0.37,0.29,0.747368421,no,no,no,0,no,3.200000048
0.24,0.15,0.753424658,no,no,no,1,yes,3.200000048
0.35,0.28,0.14516129,no,no,yes,1,yes,3.200000048
0.35,0.28,0.741935484,no,no,yes,1,yes,3.200000048
0.32,0.23,0.797468354,no,no,yes,0,no,4.300000191
0.33,0.28,0.847058824,no,no,no,0,no,1.799999952
0.35,0.26,0.788235294,no,no,no,0,no,3.200000048
0.39,0.18,0.947368421,no,no,yes,1,yes,5.300000191
0.28,0.27,0.665467626,no,no,yes,1,no,3.200000048
0.4,0.31,0.894444444,no,no,no,0,yes,3.200000048
0.47,0.22,0.315926893,no,yes,yes,1,no,3.200000048
0.38,0.28,0.571428571,no,no,yes,1,no,3.099999905
0.39,0.23,0.888888889,no,no,yes,1,no,4.300000191
0.32,0.23,0.87394958,no,no,no,0,no,10.60000038
0.37,0.3,0.456937799,no,yes,no,0,no,3.099999905
0.49,0.27,0.199481865,no,no,no,0,no,3.200000048
0.17,0.09,0.756906077,no,yes,no,1,no,4.300000191
0.33,0.29,0.584415584,no,no,no,0,no,3.099999905
0.33,0.27,0.339622642,no,yes,no,0,no,4.300000191
0.27,0.26,0.795698925,no,no,yes,1,no,3.900000095
0.32,0.29,1.095652174,no,no,yes,1,no,3.200000048
0.35,0.27,0.928301887,no,no,no,0,no,3.599999905
0.33,0.31,0.744444444,no,no,no,1,no,3.200000048
0.29,0.29,0.794701987,no,yes,no,0,no,3.599999905
0.32,0.22,0.795180723,no,no,yes,0,no,2
0.37,0.26,0.895348837,no,no,yes,0,no,2
0.26,0.25,0.892307692,no,no,yes,0,no,3.200000048
0.35,0.27,0.885135135,no,no,yes,0,no,4.300000191
0.26,0.25,0.916129032,no,no,no,0,no,3.099999905
0.31,0.2,0.770588235,no,no,no,0,no,1.799999952
0.35,0.3,0.8,no,no,yes,0,no,3.200000048
0.55,0.32,0.903030303,no,no,yes,0,yes,4.300000191
0.31,0.28,0.773972603,no,no,no,0,no,2
0.24,0.14,0.545454545,no,no,no,0,no,3.599999905
0.34,0.31,0.801282051,no,yes,yes,0,no,3.200000048
0.3,0.23,0.902857143,yes,no,no,0,yes,3.200000048
0.33,0.32,0.745762712,no,yes,no,0,no,3.200000048
0.37,0.31,0.899224806,yes,no,yes,1,yes,3.200000048
0.25,0.2,0.802721088,no,no,no,0,no,3.200000048
0.29,0.21,0.783505155,no,yes,no,0,no,3.200000048
0.32,0.2,0.888157895,no,no,yes,0,no,3.200000048
0.36,0.15,0.769230769,no,no,no,1,no,3.099999905
0.24,0.23,0.790419162,no,no,yes,0,no,3.200000048
0.1,0.04,0.8,no,no,no,0,no,3.200000048
0.34,0.28,0.896551724,no,no,no,0,no,3.099999905
0.43,0.3,0.666666667,yes,no,yes,0,no,10.60000038
0.39,0.3,0.713012478,no,yes,yes,0,no,4.300000191
0.31,0.28,0.776223776,no,no,yes,0,no,4.300000191
0.37,0.26,0.676923077,no,no,yes,1,no,5.300000191
0.31,0.25,0.59970015,no,no,no,0,no,1.799999952
0.37,0.26,0.498575499,no,no,yes,0,no,5.300000191
0.24,0.2,0.648330059,no,yes,no,0,no,1.799999952
0.37,0.24,0.655976676,no,no,no,0,no,1.799999952
0.35,0.27,1,no,no,yes,1,no,3.200000048
0.29,0.26,0.7,no,yes,no,0,no,10.60000038
0.29,0.28,0.364415863,no,no,no,0,no,3.900000095
0.07,0.07,0.752238806,no,yes,no,0,no,10.60000038
0.36,0.33,0.8,no,no,no,0,no,2
0.25,0.22,0.528301887,no,no,no,0,no,10.60000038
0.21,0.18,0.703703704,no,yes,no,0,no,10.60000038
0.13,0.1,0.454545455,no,no,no,0,no,4.300000191
0.34,0.23,1,yes,no,yes,1,no,4.300000191
0.39,0.33,0.724137931,no,no,no,0,no,3.200000048
0.3,0.29,0.682593857,no,no,yes,0,no,2
0.29,0.17,1,no,no,no,1,no,3.099999905
0.17,0.12,0.498489426,no,no,no,0,no,3.200000048
0.37,0.27,0.477099237,no,no,no,0,no,3.200000048
0.44,0.37,0.821238938,no,yes,no,0,yes,3.200000048
0.37,0.28,0.659340632,no,no,no,0,no,3.200000048
0.25,0.23,0.765110959,no,no,no,0,no,3.099999905
0.26,0.25,0.995184603,no,no,yes,1,no,1.799999952
0.75,0.29,0.448717949,no,no,yes,0,yes,8.899999619
0.175,0.12,0.508474576,no,no,yes,0,no,4.300000191
0.18,0.18,0.745098039,no,no,no,0,no,1.799999952
0.35,0.3,0.446351931,no,yes,no,0,no,3.200000048
0.276000004,0.26,1,no,no,yes,1,no,3.200000048
0.28,0.28,0.946236559,no,no,yes,0,yes,3.900000095
0.33,0.22,0.858333333,no,no,no,1,no,3.200000048
0.18,0.18,0.604395604,no,no,yes,1,no,4.300000191
0.48,0.34,0.604395604,no,yes,yes,1,no,3.200000048
0.19,0.19,0.833333333,no,no,no,1,no,3.200000048
0.4,0.3,0.927272727,no,no,yes,1,no,3.200000048
0.55,0.23,0.574712644,no,no,no,1,no,3.200000048
0.39,0.28,0.803738318,no,no,yes,1,no,3.900000095
0.691999969,0.377999992,0.8,no,yes,no,0,yes,3.200000048
0.405999985,0.29,1.14,no,no,no,0,no,3.200000048
0.412000008,0.307999992,1.000676174,no,no,yes,1,yes,2
0.3,0.265,0.948148148,no,no,no,0,yes,3.200000048
0.347999992,0.163999996,0.779166667,no,no,no,0,no,3.200000048
0.325,0.272000008,0.903448276,no,no,yes,1,no,4.300000191
0.359000015,0.28,0.8,no,no,no,0,no,4.300000191
0.3,0.265,0.903703704,no,no,no,0,no,3.200000048
0.267000008,0.185,0.794444444,no,no,no,0,no,3.200000048
0.33,0.31,0.780952381,no,no,yes,1,no,2
0.305,0.225,0.684210526,no,no,no,0,no,2
0.32,0.28,0.873333333,no,yes,yes,1,no,3.200000048
0.37,0.25,0.942675159,no,no,no,0,no,10.60000038
0.243999996,0.203999996,0.692307692,no,yes,no,0,no,4.300000191
0.324000015,0.3,0.746268657,no,no,no,0,no,4.300000191
0.35,0.292000008,0.884848485,yes,no,no,0,yes,3.200000048
0.38,0.14,0.777464789,no,no,no,0,no,4.300000191
0.24,0.197000008,0.868852459,no,no,yes,1,no,1.799999952
0.312000008,0.257000008,0.801169591,no,no,no,0,no,4.300000191
0.32,0.258999996,0.676470588,no,no,no,0,no,3.099999905
0.36,0.182999992,0.794642857,no,no,yes,0,no,3.099999905
0.176000004,0.12,0.671875,no,yes,no,0,no,3.200000048
0.31,0.24,0.803030303,no,yes,yes,0,no,10.60000038
0.27,0.23,0.775,no,no,no,0,no,3.200000048
0.3,0.3,0.5,yes,no,yes,0,yes,3.099999905
0.41,0.21,0.90052356,no,no,no,0,yes,1.799999952
0.19,0.12,0.411764706,no,no,no,0,no,3.900000095
0.2,0.19,0.534285714,no,no,no,0,no,3.200000048
0.4,0.146000004,0.666666667,no,no,yes,1,no,3.900000095
0.32,0.257999992,0.773584906,no,no,yes,0,no,3.200000048
0.35,0.33,0.740229885,no,yes,no,0,no,3.200000048
0.37,0.27,0.666666667,no,no,yes,0,no,3.200000048
0.35,0.29,0.944303797,no,no,no,0,no,3.200000048
0.33,0.18,0.782396088,no,no,no,0,no,8.899999619
0.15,0.15,0.722021661,no,yes,no,0,no,5.300000191
0.34,0.23,0.464480874,no,no,no,0,no,3.900000095
0.27,0.17,0.713375796,no,yes,yes,0,no,3.099999905
0.34,0.18,0.8,no,no,no,0,no,3.200000048
0.3,0.22,0.642335766,no,no,no,0,no,3.200000048
0.32,0.32,0.595744681,no,no,yes,0,no,3.099999905
1.28,0.73,0.70754717,no,yes,no,0,no,4.300000191
0.28,0.15,0.796460177,no,no,yes,0,no,3.900000095
0.24,0.22,0.703703704,no,yes,no,0,no,10.60000038
0.24,0.24,0.8,no,no,yes,0,no,4.300000191
0.38,0.36,1.031578947,no,no,no,0,no,3.200000048
0.32,0.26,0.9,no,no,no,1,no,3.900000095
0.35,0.24,0.863636364,no,no,yes,1,no,3.200000048
0.25,0.17,1.1875,no,no,yes,1,no,4.300000191
0.44,0.11,0.5,no,no,yes,0,no,2
0.12,0.12,0.333333333,no,no,no,0,no,3.200000048
0.21,0.21,0.638297872,no,no,yes,0,no,3.200000048
0.24,0.24,0.733333333,no,yes,no,0,no,10.60000038
0.36,0.36,0.591836735,no,no,no,0,no,3.200000048
0.32,0.19,0.803418803,no,no,yes,1,no,4.300000191
0.42,0.35,0.8,no,yes,no,0,no,3.200000048
0.37,0.24,0.596491228,yes,yes,yes,0,no,3.200000048
0.33,0.32,0.670250896,no,yes,yes,0,no,10.60000038
0.27,0.22,0.491071429,no,no,no,0,no,3.200000048
0.3,0.26,0.582524272,no,no,yes,1,no,2
0.48,0.48,0.728205128,no,yes,yes,0,no,10.60000038
0.19,0.17,0.786666667,no,no,no,0,no,3.099999905
0.19,0.17,0.632911392,no,no,no,0,no,3.200000048
0.31,0.31,0.723684211,no,no,no,0,no,3.200000048
0.36,0.28,0.798701299,no,no,no,0,no,3.900000095
0.21,0.13,0.426829268,no,no,no,0,no,2
